dam_name,longitude,latitude
WILLER LAKE DAM,-91.5721,40.2172
BRANDEL LAKE DAM,-92.2493,38.6827
GRINDSTONE-LOST-MUDDY WATERSHED DAM B-3A,-94.3807,39.8614
BUFFALO BILL DAM,-94.3824,39.8155
LAKE NELL DAM,-94.3226,38.8794
DAVID PEELER DAM,-92.6936,39.0201
TABO CREEK F-21,-93.686,39.1456
JACKSON TWP NO.CA-29-6003-171-002-6,-93.1408,40.4221
POOSEY 79-35-05-03,-93.7137,39.9244
TIMBER HILL RIVER BEND INC DAM,-94.3083,37.9953
LEAZENBY LAKE DAM-SEC14,-93.7985,40.3483
WILES DAM,-93.5336,40.4411
BODARC LAKE DAM,-94.3163,38.8707
EAST FORK BIG CREEK DAM E- 30,-93.9323,40.4831
WEST LAKE DAM,-93.4124,40.3907
LAKE BUTEO DAM,-93.5821,38.7489
WOODEN LAKE DAM-SECTION 27,-93.879,39.1084
TEEFLY LAKE DAM,-93.7112,38.6958
MILL CREEK DAM,-94.6013,38.8332
CEDAR LAKE DAM,-90.4768,37.8996
SCHROCK LAKE DAM,-94.1524,38.6618
CORBIN LAKE DAM,-90.314,38.0666
DANUBE CORPORATION LOWER DAM,-92.0038,38.2
YOUNG LAKE DAM,-94.2258,38.6822
LAKE KILLARNEY DAM,-90.5643,37.5902
BRUSHY CREEK MILL RES. DAM,-91.1288,37.5404
SKELTON LAKE DAM,-93.77,38.3525
LAKE WAUWANOKA DAM,-90.5297,38.2274
BLUE MOUNTAIN METHODIST CAMP LAKE DAM,-90.5001,37.5585
LAKE ELEANOR DAM,-90.9736,38.6724
INDIAN HILLS LAKE DAM,-91.4575,38.1075
LOST CREEK WATERSHED DAM F-2,-94.6073,36.8505
DICKEY LAKE DAM,-93.7625,38.2607
ZANDER LAKE DAM,-93.8599,38.9667
MARTENS LAKE DAM,-94.3162,38.3945
WAHOO LAKE DAM,-90.5466,38.0009
CEDAR HILL LAKE #1 DAM,-90.6544,38.3341
CEDAR LAKE DAM,-92.3531,38.8947
LOCKE LAKE DAM EAST,-91.9695,39.1957
WESTFALL TRUCK INC LAKE DAM,-94.2559,39.4331
ALTON LAKE DAM,-91.5643,39.2749
VANDERBACK SECT-21 LAKE DAM,-92.6102,39.3756
102 RIV TRIB WTRSHD STRCTR LT-36,-94.847,40.3923
MOORE LAKE DAM,-93.1556,39.4626
BAUMGARTNER DAM,-92.1136,38.8986
LAKE MY-KEE DAM,-92.0978,38.6778
LEHENBAUR LAKE DAM-SECTION 25,-91.9934,38.9917
JAYNES DAM,-91.4445,39.6426
CULLOR LAKE DAM,-93.1342,40.469
CEDAR KNOLL FARM LAKE DAM,-91.0518,38.8029
WILSON LAKE DAM,-94.7494,40.4646
ELSON LAKE DAM,-93.1613,39.3251
ENLOE LAKE DAM,-94.3601,39.2413
LITTLE SNI-A-BAR #23,-93.9428,39.1462
ROBERT HORN,-92.6188,40.3154
WARWICK DOWNS DAM,-90.5344,38.8094
JAMESPORT LAKE DAM,-93.8426,39.9977
MCCOY LAKE DAM,-95.5291,40.4502
MOSER LAKE DAM,-92.9955,39.5568
CATFISH LAKE DAM,-91.8612,40.2232
LYONS LAKE DAM,-93.2766,39.573
HENEBRY LAKE DAM,-91.1063,39.0102
ROBERTSON FARMS INC DAM,-92.6637,39.2786
BUCK DOE RUN CREEK WATERSHED DAM #43,-91.5402,40.1508
SCOTT LAKE DAM,-92.2372,39.1163
JARVIS LAKE DAM,-93.5519,39.4969
"ATKINSON,TERRY LAKE DAM",-91.9825,38.9571
ANDERSON LAKE DAM,-92.3597,39.4625
WAMSLEY LAKE DAM,-92.0669,40.0328
GROSS DAM,-91.7193,38.835
AUSBURN'S LAKE DAM,-92.3436,38.9994
CAMP LAKE DAM,-92.415,39.4054
FERTCH LAKE DAM,-91.5515,39.5405
LAKE CYRENE DAM,-92.3086,38.9335
JAYNE LAKE DAM,-92.6287,40.1432
GILLILAND LAKE DAM NORTH,-93.719,39.6937
AARON LAKE DAM,-92.2503,39.1083
STROUPE LAKE DAM,-92.7164,39.2934
MAY LAKE DAM,-91.8602,39.2572
"LAY,RONALD LAKE DAM",-91.791,40.1408
HENNING LAKE DAM,-93.2303,39.9748
BAY LAKE DAM,-92.101,39.1445
BRYSON LAKE DAM,-94.4733,40.0375
LOCUST RIDGE MIDDLE DAM,-93.2877,40.3123
PARKHURST LAKE DAM,-93.3411,38.7082
POIROT LAKE DAM/(SHALLOW),-94.0323,37.2689
BILBY RANCH DAM,-95.1319,40.3493
LITTLE SNI-A-BAR CREEK DAM 31,-93.9114,39.1115
EAST LOCUST CREEK WATERSHED DAM E- 63,-93.0653,40.222
BRANTLEY DAM,-93.4098,40.3618
BEATY RANCH LAKE DAM,-93.82,38.4961
ELLIOTT LAKE DAM,-94.4674,37.8504
WEST FORK OF BIG CREEK C-1 DAM,-94.0875,40.3975
PERTLE SPRINGS DAM,-93.7504,38.7452
COMMANDEER LAKE DAM,-94.3502,39.0203
EAST LOCUST CREEK WATERSHED DAM E- 69,-93.0617,40.2296
GREEN HILLS EAST DAM,-92.9664,40.369
STUFFLE DAM,-94.2586,36.8559
VETERANS  NO. 95,-94.215,39.1066
SOUTH FORK BLACKWATER RIVER DAM A-21,-94.0789,38.8484
TABO CREEK WATERSHED DAM A-20,-93.8177,39.0148
AYLWARD LAKE DAM,-94.1596,38.9246
WOOD LAKE DAM,-94.2017,38.9523
HAMMOND LAKE DAM,-92.7249,38.7453
SUNSET LAKE DAM,-90.2627,38.0435
VOELKERDING LAKE DAM,-90.9886,38.6113
ROCKING CHAIR RANCH LAKE DAM,-94.593,38.4008
LAKE JAMES DAM,-93.1208,37.1966
JONES LAKE DAM,-93.5348,39.181
SOUTHWEST CITY RC&D STRUCTURE E-1,-94.6166,36.5083
GROFF UPPER DAM,-92.2702,38.085
VOLLENWEIDER LAKE,-93.923,36.6854
FISHER LAKE DAM,-94.6074,36.6193
KLONDIKE LAKE DAM,-90.8412,38.5839
PAUL HAYES LAKE DAM,-94.5419,38.9119
COWAN LAKE DAM EAST,-93.8344,37.8434
KNAPP DAM,-94.0917,38.833
HARVEY LAKE DAM-SECT 17,-93.8073,38.1429
TABO CREEK WATERSHED DAM B-20,-93.8636,39.0995
KERNOODLE LAKE DAM NUMBER THREE,-94.5466,38.915
TABO CREEK WATERSHED DAM A-22,-93.758,39.1763
LAKE NORTHWOODS DAM,-91.4811,38.4311
HOUGH PARK DAM,-92.1829,38.54
SUNNY SHORES DAM,-94.4825,38.9301
HAUCK LAKE DAM,-91.9797,38.8531
HIGGINSVILLE NORTH RESERVOIR DAM,-93.6725,39.07
VANNOY EAST LAKE DAM,-91.9657,39.848
HULEN LAKE EAST DAM,-92.3747,38.9404
PALAZZO LAKE DAM,-91.0231,38.8367
TIEVOLI HILLS LAKE #1 DAM,-90.9812,39.3283
ROBERTSON LAKE DAM,-93.3583,39.1794
HERMITAGE HILLS LAKE DAM,-90.4516,38.4796
MOORES LAKE DAM,-92.3183,38.9663
FREEMAN FARMS DAM NUMBER ONE,-94.4721,39.6337
LEXINGTON CITY PARK DAM,-93.8615,39.1932
TALLENT LAKE DAM,-91.8256,39.8963
SCHWEIZER LAKE DAM,-94.9127,39.9524
KOTTMAN LAKE DAM,-92.8836,39.3623
PETERSMEYER LAKE DAM,-91.162,38.825
CATHOLIC DIOCESE OF KC-ST JOSPH LK DM,-94.4698,39.2138
SEVERLING LAKE(TOO SMALL),-94.2352,39.7724
COLUMBIA SPORTSMANS CLUB LAKE DAM,-92.3063,39.1056
BOYES LAKE DAM,-91.9286,39.2695
KOLB LAKE DAM,-90.6456,38.7052
MARSHALL STATE SCHOOL LAKE DAM,-93.1801,39.1316
WOOLLEN LAKE DAM,-91.4657,39.6487
COOKE LAKE DAM SOUTH,-93.4523,39.8431
AKERS LAKE DAM,-93.6184,39.9208
MATTHEWS LAKE DAM,-93.7294,39.3423
SMITH LAKE DAM,-92.7102,38.9539
CALLAHAN CREEK WATERSHED DAM A-6,-92.4619,39.0983
BROWN LAKE DAM,-92.6536,39.3974
MCLAUGHLIN LAKE DAM,-93.7278,39.5474
STEVENS LAKE DAM SOUTH,-91.5924,38.9702
FORREST LAKE DAM,-92.1689,39.1926
VERA LAKE DAM,-91.1405,39.3727
TAYLOR LAKE DAM-SECT 19,-93.0794,40.0711
PHILLIPS LAKE DAM,-92.9895,38.7963
SIMMONS LAKE DAM,-91.8763,39.7209
GENTRY DAM,-91.5911,39.6913
BORGERS,-91.4372,38.8721
RASSE LAKE DAM,-93.1909,39.0923
DAVIS LAKE DAM,-92.1083,38.9695
CROCE LAKE DAM,-94.4045,40.4709
HERRING LAKE DAM,-91.8648,40.5622
JOHNSON LAKE DAM,-93.6244,39.6299
WILHITE DAM,-91.1972,39.4525
HAYDEN LAKE DAM,-94.4479,40.3965
TRICKEY LAKE DAM,-94.8217,39.603
FITZ FARMS LAKE DAM,-93.9025,40.4448
DONALD BROWN DAM,-91.9169,36.7
UPPER DONIPHAN DAM,-94.1953,39.327
TABO CREEK WATERSHED DAM E-41,-93.659,39.1135
HIGHLANDS LAKE DAM,-92.3534,38.886
EAST FORK BIG CREEK DAM E- 96,-94.0057,40.3201
WHITAKER DAM,-93.7961,38.2866
FINGER LAKES DAM SOUTH,-92.3161,39.0871
MLIKA LAKE DAM,-93.8053,40.3841
KNIGHTSTOWN GROUP SITE DAM 004-12,-93.7555,40.1933
NEWLAND EAST LAKE DAM,-93.8208,38.9447
MO DEPT OF CONSERVATION LAKE DAM,-94.1211,40.3276
MILLER LAKE DAM,-94.2988,38.0717
GRINDSTONE-LOST-MUDDY WATERSHED DAM LT-157,-94.2716,40.0216
BOWLES LAKE DAM,-93.9166,40.5315
SOUTH FORK BLACKWATER RIVER DAM A-26,-94.0759,38.754
EAST FORK BIG CREEK DAM E- 80,-93.9431,40.3636
EAST FORK BIG CREEK DAM LT- 29,-93.9251,40.486
LITTLE SNI-A-BAR CREEK DAM 39,-93.8987,39.0669
BASS LAKE DAM,-91.7666,38.8387
NORFLEET LAKE DAM,-93.5526,38.2973
FLETCHER TAILINGS DAM,-91.0995,37.4466
MONONAME 636,-94.1085,37.8608
JOHN WILLIAMS LAKE DAM,-93.7837,38.5352
NIENHUESER SOUTH LAKE DAM,-93.5872,39.0413
BARTLETT LAKE DAM,-94.5543,38.6693
SUNRISE LAKE DAM,-90.5847,37.1602
VAN DYNE LAKE DAM,-93.2354,38.7332
RECTOR LAKE DAM,-93.8554,37.4778
ED ONSTOTT LAKE,-94.3012,37.4825
PLUMLEE LAKE DAM,-93.6101,38.289
COOK LAKE DAMM,-94.5381,38.6104
SWOPE - MORRIS LAKE DAM,-94.0934,38.962
B. WILLIAMS LAKE DAM NO 1,-93.7798,38.5033
HINES SECTION 3 NORTH DAM,-94.1061,37.9305
NEFF LAKE DAM,-94.5349,38.8359
B+L ELECTRIC LAKE DAM,-93.7652,38.3486
UHLMANN LAKE DAM,-94.3947,38.7744
OKKAPASSA DAM,-90.7994,37.4583
PROCTOR PARK LAKE DAM,-92.5631,38.6191
IRON MOUNTAIN LAKE DAM,-90.6158,37.6919
MAXSON LAKE DAM,-93.8,38.8619
ELM SPRINGS LAKE DAM,-90.8154,36.999
HERRING LAKE DAM,-91.9629,38.7592
GRAVES LAKE DAM,-95.4278,40.2829
JACK WOOD DAM,-92.2707,39.758
JOHNSON LAKE DAM,-91.0323,38.8423
THUNDERBIRD LAKE DAM,-92.334,39.5446
WELLINGTON NAP WATRSHED SITE H-21 DAM,-94.0993,39.1195
COOL VALLEY LAKE DAM,-91.3392,38.8747
BUNN'S LAKE DAM WEST,-92.1561,39.1252
GUTTING LAKE DAM,-91.709,40.4456
CAMPBELL LAKE DAM,-92.4868,39.1654
SIMS LAKE DAM,-92.2016,39.2635
MILLARD LAKE DAM,-91.7726,39.3547
HENRY LAKE DAM,-93.5664,39.5413
FISHBACK LAKE DAM,-91.7795,40.2973
COCHRAN DAM,-92.0551,39.1215
BUSCH WILDLIFE AREA-SEC 36 DAM,-90.7567,38.7042
BLACKFORD LAKE DAM,-94.8737,40.5501
REYNOLDS LAKE DAM,-93.6775,38.8694
DYER LAKE DAM,-93.7278,38.9562
POLLOCK LAKE DAM,-92.3058,39.17
BENNETT LAKE DAM,-92.3787,39.1092
SUSEWINE LAKE DAM,-93.5855,39.5488
AMERY LAKE DAM,-93.7025,39.478
CENTRAL STONE CO LAKE DAM,-92.0199,39.4369
NUTTER LAKE DAM EAST,-91.6018,39.0354
ROBBINS LAKE DAM DOWNSTREAM,-94.8527,40.4941
PAINTER LAKE DAM,-91.4228,38.8571
GELBACH FARMS LAKE DAM,-92.3122,40.0964
DEICHMAN LAKE DAM - NORTH,-91.5223,39.1411
HILGEDICK LAKE DAM,-93.6901,39.1029
HAMILTON LAKE DAM-SEC 33,-93.7197,40.2961
PATTERSON LAKE DAM,-91.6478,38.4209
ARMSTRONG RESERVOIR DAM,-92.7096,39.2833
DURGENS CREEK WATERSHED DAM 42,-91.5905,40.0182
SLAVINS LAKE DAM,-91.4906,39.0942
WHITE OAK CAMP LAKE DAM,-92.4483,39.3978
PICKERING LAKE DAM,-93.1718,40.2049
EDMUNDS LAKE DAM,-93.6959,38.8379
EBELINE LAKE DAM,-91.8576,40.3234
HELD DAM,-91.9659,38.6909
COCHENOUR LAKE DAM,-91.9415,40.5093
TAYLOR LAKE DAM-SECT 24,-93.0912,40.0727
GARRISON LAKE DAM,-91.4656,39.0679
PEEK LAKE DAM-SEC 13,-90.8427,39.0937
KEHRS MILL TRAILS UPPER LAKE DAM,-90.6037,38.6399
GRINDSTONE-LOST-MUDDY A-8 DAM,-94.2868,39.8028
ELMWOOD NO 77A,-93.1153,40.2609
KESTERSON DAM,-94.0321,38.7234
O'DELL LAKE DAM,-93.6336,38.3772
MARCELINE NEW RESERVOIR DAM,-92.9972,39.6621
RADIO SPRINGS PARK,-94.373,37.825
EAST FORK BIG CREEK DAM E- 81,-93.9491,40.3564
POHL-HARNER LAKE DAM,-94.4583,38.0188
LITTLE SNI-A-BAR WTRSD #47 DAM,-93.9068,39.1448
BUNKER HILL LAKE DAM,-93.8897,39.5682
RUBYDO LAKE DAM,-93.1175,38.7039
BIG CREEK-HURRICANE CREEK M- 13,-93.4508,39.6022
LONGVIEW SOUTH DAM,-94.4491,38.8925
CHRISTIANSEN LAKE DAM,-94.2683,38.9869
EAST FORK BIG CREEK DAM LT-  3,-93.9603,40.3571
TABO CREEK WATERSHED DAM A- 24B,-93.74,39.1301
TABO CREEK WATERSHED DAM B-24,-93.8134,39.1085
MONONAME 47,-94.0936,38.0063
ASSOCIATED ELECTRIC PI 2-59,-92.712,39.5086
WILLIAMS LAKE DAM-SEC 36,-93.5243,38.3826
GRINDSTONE-LOST-MUDDY WATERSHED DAM LT-301,-94.1587,39.8581
LOST CREEK D-1,-94.5217,36.8193
PICKREL DAM,-94.3885,37.8111
HILLIARD ESTATES LAKE DAM,-93.121,37.3182
HIDDEN VALLEY LAKE DAM,-92.5232,37.6736
LAKEWOOD-EAST DAM,-94.3695,38.9997
NIENHUESER NORTH LAKE DAM,-93.5871,39.0467
TABO CREEK WATERSHED DAM B-32,-93.82,39.0864
BONNE AQUA LAKE DAM,-90.5482,37.978
HARMONY MISSION DAM,-94.4294,38.0726
MILLS LAKE DAM (FEDERAL),-93.7969,38.0513
STARKE LAKE DAM,-93.8535,39.1994
GURWIT&LEWIS LAKE DAM,-92.1823,38.6227
JOHNSON LAKE DAM,-94.4674,38.8211
OAKWOOD LAKE DAM,-94.5568,38.943
BAIRD LAKE DAM,-93.6983,37.6085
LOOKOUT WEST DAM,-93.3732,38.7019
LOST CREEK B-2,-94.4959,36.8776
COOK LAKE DAM,-94.26,38.5866
LAKE ACRES DAM,-91.7936,38.5399
LAKE TISHOMINGO DAM,-90.6025,38.3173
OWENS LAKE DAM-SECT 8,-93.3645,37.5205
SHIELDS LAKE DAM,-93.7174,40.5758
BREWER LAKE DAM,-91.8098,40.3193
HAMILTON LAKE DAM WEST,-93.6111,39.8196
ALLEN DAM,-93.6601,40.2881
STRAIGHT LAKE DAM WEST,-93.6713,39.8681
STEVENS LAKE DAM NORTH,-91.5918,38.9785
WAYLAND LAKE DAM,-92.3319,39.1702
KING LAKE DAM,-93.726,40.3702
"JONES, CLARENCE DAM EAST",-94.7592,39.618
GLENN LAKE DAM SOUTH,-94.2423,40.4691
QUALLES LAKE DAM,-92.2283,39.5162
SALISBURY LAKE DAM,-92.078,39.1802
KEN-MAR ACRES LAKE DAM,-93.6762,38.7603
SEPER LAKE DAM,-91.4482,38.8642
CLARENCE CANNON #15,-90.9146,39.1543
JOHNSON LAKE DAM,-92.315,39.4947
FAY LAKE DAM,-93.5009,39.899
SMITH LAKE DAM,-94.4283,40.2611
AKERS LAKE DAM,-93.5221,40.2817
HUEFFMEIR LAKE DAM,-90.8167,38.7179
EVANS LAKE DAM,-91.8491,40.302
CASTLE LAKE DAM,-92.1163,38.9445
WENDT LAKE DAM,-90.8082,38.9985
LAKE THUNDERBIRD LOWER DAM,-91.8084,38.8071
WHETSTONE CRK WLDLF AREA DAM-SEC 8,-91.7186,38.945
PRATER DAM NORTH,-92.0844,39.1088
FRENCH CREEK FARMS LAKE DAM,-92.514,39.4017
TOWN AND COUNTRY LAKE DAM,-93.2086,39.0992
GLENN LAKE DAM NORTH,-94.238,40.4729
GRINDSTONE-LOST-MUDDY WATERSHED DAM C-5,-94.4421,39.9333
MOON VALLEY LAKE DAM,-92.3042,38.9415
VERNA MOORE DAM,-91.5168,39.3353
OAKLAND FARMS LAKE DAM,-94.4583,38.5647
ROBERTS LAKE DAM,-92.2316,39.1933
WHITE LAKE DAM,-93.6882,39.3303
HEIM LAKE DAM,-91.4121,39.1556
CHAMBERS LAKE DAM,-94.2491,40.4541
MAHER LAKE DAM,-93.0616,40.0871
COY LAKE DAM,-92.4793,40.1816
HAMMOND LAKE DAM,-94.4149,40.1815
GABRIEL LAKE DAM,-94.4841,40.4247
LAWRENCE DAM,-91.8731,38.8527
HICKORY HILLS LAKE DAM,-91.6427,40.3879
CONSTABLE LAKE DAM,-93.5467,40.2846
HANAK LAKE DAM,-92.253,39.2626
FAWN LAKE DAM,-92.897,39.5844
BRUSH LAKE DAM,-91.7359,38.832
TABO CREEK WATERSHED DAM D-26,-93.7613,39.1535
SCHULTE LAKE DAM,-90.7202,38.8383
EAST FORK BIG CREEK DAM E- 42,-93.9299,40.4617
MARQUARDT DAM,-94.3019,37.831
LITTLE SNI-A-BAR WTRSD #44 DAM,-93.9558,39.0392
WELLINGTON-NAPOLEON WATERSHED DAM A-21A,-94.0102,39.1236
PANTHER CREEK WATERSHED DAM E- 12,-93.8378,40.335
HARCOMO LAKE DAM,-93.9636,40.2692
EAST FORK BIG CREEK DAM E- 53B,-93.9534,40.4243
SAGEHORN LAKE DAM,-94.2295,37.4555
SOMERSET NORTH DAM,-93.3878,40.5687
SAINT STEPHENS LAKE DAM,-94.173,39.358
EAST FORK BIG CREEK DAM E- 74,-93.9634,40.3708
TACKETT LAKE DAM,-93.7468,38.7776
AZDELL LAKE DAM,-91.7546,39.2719
TUGGLE LAKE DAM,-93.9024,40.4325
MIDDLE LAKE DAM,-93.3989,40.3871
HORNER LAKE DAM,-92.2443,38.9002
EAST FORK BIG CREEK DAM E- 65A,-93.9683,40.3967
CLINTON SOUTH QUAD NO.1 DAM,-93.7725,38.3079
TELLER LAKE DAM,-93.6987,38.6725
LAKEWOOD-WEST DAM,-94.3739,38.9962
BERRYHILL LAKE DAM,-94.331,37.3844
KCS BRIDGE A-65,-94.5906,38.3206
TABO CREEK WATERSHED DAM C-29,-93.8646,39.1295
HILTON LAKE DAM,-93.5173,39.3651
SHINGLETON LAKE DAM,-94.2318,38.6265
STEELE LAKE DAM,-94.5811,37.7019
WOOD DALE LAKE DAM,-93.2001,38.7821
CASS'S DAM,-94.2238,37.5668
INDIAN TRAIL FISH HATCHERY LAKE DAM,-91.3353,37.7276
WAGNER LAKE DAM,-93.5311,39.0425
KARR LAKE DAM,-93.3347,38.4162
MOUNTAIN LAKE DAM,-90.5935,37.1771
MONONAME 704,-94.2192,37.4571
FETTE LAKE DAM,-90.8467,38.7236
FREDERICK LAKE DAM,-93.1967,38.738
SOUTHWEST RC & D # 1 DAM,-93.57,36.908
WILLIAM E. TOWELL DAM,-91.6901,37.9947
CHARLES VINCENT DAM,-94.2922,37.8239
LAKE HERON DAM,-90.2295,37.9268
CITIZENS MORT INV CORP DAM-SEC 36,-90.8683,38.783
LAKE POST COMMONS DAM,-90.5717,38.6482
CUMMINGHAMS LAKE DAM,-92.1921,39.0248
NOBLE LAKE DAM- SOUTH,-91.4408,38.8508
HAMILTON LAKE DAM EAST,-93.6013,39.8204
CLARK LAKE DAM,-91.5695,40.1651
MCVEY LAKE DAM,-93.6608,39.8712
SPARROW LAKE DAM,-91.836,39.9482
FENICAL LAKE DAM,-92.982,38.9391
HICKS LAKE DAM SOUTH-SEC 20,-91.2709,38.8184
MIRTS LAKE DAM,-91.8491,38.8218
HANES LAKE DAM,-93.7197,40.1237
CLEMENTS LAKE DAM,-93.3488,39.6134
ALLEN LAKE DAM,-94.7294,40.5428
SHADY EIGHTY RANCH LAKE DAM,-90.9347,39.0759
PEEK LAKE DAM-SEC 18,-90.8406,39.1006
TINCHER LAKE NORTH DAM,-92.3336,39.2348
GIRL SCOUT LAKE DAM,-90.955,39.053
NIEDNER LAKE DAM,-90.9493,38.7708
GLAZEBROOKS LAKE DAM,-93.6826,38.7615
HORN LAKE DAM,-92.5054,40.3182
BUCK & DOE RUN WATERSHED DAM 42,-91.5377,40.1553
HOUSTON LAKE DAM,-94.9703,40.2967
PAINTER LAKE DAM,-91.4183,38.8637
FENDER FARMS LAKE DAM EAST,-93.7274,39.9501
PHILLIPS LAKE DAM,-91.8523,38.897
GABRIEL LAKE DAM SOUTH,-94.4842,40.4199
TAYLOR LAKE DAM,-92.337,40.1791
COTT LAKE DAM,-92.9885,39.26
MEISEL LAKE DAM,-93.5767,40.3783
WEIL LAKE DAM,-92.3364,39.0476
PRIOR LAKE DAM,-91.0461,38.7691
WINFIELD INVESTMENT LAKE DAM,-91.7688,38.8356
LLORENS LAKE DAM,-92.431,39.2265
GONYEA LAKE DAM,-92.4649,39.2942
WILLER LAKE DAM-SEC 32,-91.5789,40.2148
SYKES LAKE DAM,-93.6145,39.6024
STANEK LAKE DAM,-91.5759,39.0002
DURE LAKE DAM,-94.4514,40.332
LARSON LAKE DAM,-92.4873,39.8417
LEWIS LAKE NORTH DAM,-92.3747,39.1229
"WILLIAMS,PAUL DAM",-91.1333,39.3737
LITTON LAKE DAM NORTH,-93.5525,39.8232
EIBERGER LAKE DAM,-94.4087,40.0325
DEICHMAN LAKE DAM-WEST,-91.5444,39.1366
JUNGE LAKE DAM,-93.2273,38.3454
EDWIN A. PAPE LAKE DAM,-93.5816,38.9333
GRINDSTONE L-M-C SITE A-2,-94.2948,39.7751
EAST FORK BIG CREEK DAM E- 45,-93.9441,40.448
UHLMEYER LAKE DAM,-91.6011,40.1876
SALISBURY LAKE DAM,-93.0877,37.2841
HARLAN STUMP DAM,-94.0278,37.277
WELLINGTON NAP D-21A,-94.0433,39.1273
NUELLE LAKE DAM,-93.7363,39.0112
PELZER LAKE DAM,-93.8425,40.4871
HARRISONVILLE CITY LAKE DAM,-94.3258,38.7644
LEESER DAM,-91.5556,39.9179
CREASON LAKE DAM,-93.9254,39.6029
HOLLINGSWORTH LAKE DAM,-93.9039,39.1488
HEDEMAN FARMS LAKE DAM,-93.9683,37.3497
LITTLE SNI-A-BAR CREEK DAM 43,-93.8948,39.0276
LITTLE SNI-A-BAR CREEK DAM 28,-93.8793,39.1014
CLAPHAM CA-29 DAM,-93.5569,40.2556
O'KORN LAKE DAM,-94.057,39.1026
WHETSTONE CREEK WLDLF AREA DAM SEC-32,-91.7313,38.9813
STRUCKHOFFS LAKE DAM,-90.9089,38.5796
KALLSTROM LAKE DAM,-93.6444,38.6541
RICHWARD W COOK JR.,-92.4379,38.6926
BAUMAN DAM -NONAME 381,-94.5034,38.8538
LAKE ZISKE DAM,-91.5075,37.6471
MARION LAKE DAM,-90.9751,38.668
BURNS LAKE DAM,-93.8611,37.6056
SMITH LAKE DAM,-93.4653,38.7983
NETSCH LAKE DAM,-93.6054,38.559
MONONAME 18,-91.5714,37.6391
MACH LAKE DAM,-89.9594,37.7375
LAKE TIMBERLINE DAM,-90.5421,37.9924
CEDAR HILL LAKE #2 DAM,-90.6629,38.3302
HOEPPNER SOUTH LAKE DAM,-93.8564,39.0822
THARP ORCHARD LAKE DAM,-94.2186,39.0945
SCHROCK LAKE DAM,-94.2292,38.622
LEGACY DAM,-94.3171,38.9282
FOSTER LAKE DAM,-93.7337,38.8417
EASTERWOOD LAKE DAM,-93.7805,38.6475
LEO JOURNAGAN LAKE DAM,-93.1582,37.142
SUMMIT MILLS DAM,-94.3097,38.9155
PFOST LAKE DAM,-93.582,39.2193
VANDERBECK LAKE DAM,-92.4779,39.4505
SCHNUCK LAKE DAM,-92.6977,38.9439
CLARENCE CANNON #1 DAM,-90.8984,39.1634
CARLTON LAKE DAM,-93.5754,39.8433
RAYFIELD LAKE DAM,-92.3538,39.0077
HOLMES LAKE DAM,-94.4179,40.4598
DAVIS LAKE DAM,-92.7493,39.1863
GOODRICH LAKE DAM,-93.668,40.0173
WOLK LAKE DAM,-90.8914,38.7185
GLADSTONE LAKE DAM WEST,-94.4829,40.407
MUELLER LAKE DAM,-92.6329,39.1331
BORMET LAKE DAM,-92.2555,39.2537
STARKE LAKE DAM,-93.7239,39.0529
ANSEN LAKE DAM,-92.1136,40.5709
HAMMETT LAKE DAM,-91.5669,39.2406
WIEBERG LAKE DAM,-92.6378,39.1719
LUDWICK LAKE DAM,-91.6276,40.3835
LANDHUIS LAKE DAM,-92.2104,38.9231
ANGEL LAKE DAM,-92.3416,39.1773
HANNAH LAKE DAM,-94.7771,40.1492
GRINDSTONE-LOST-MUDDY WATERSHED DAM C- 29,-94.4571,40.0744
LAW LAKE DAM,-94.4286,40.0617
GARRETT LAKE DAM,-92.2899,39.0556
"BERNDT LAKE DAM-NESE,SEC 25",-93.5508,40.4927
GRINDSTONE-LOST-MUDDY WATERSHED DAM C-35,-94.4242,40.0307
CALLAHAN CREEK A-1,-92.4551,39.0984
ANDERSON LAKE DAM,-93.5611,39.4141
REISCHE LAKE DAM,-93.0219,39.4305
CALLAHAN CREEK WATERSHED A-4,-92.4406,39.0707
MAUPIN LAKE DAM,-91.4135,39.0633
DENSLOW LAKE DAM,-92.5966,40.1916
FEENEY LAKE DAM,-93.5538,39.8765
BORMAN LAKE DAM,-91.9816,38.9636
WALLACE LAKE DAM-SECT 6,-93.7455,39.6071
THOMAS LAKE DAM,-92.4305,40.0974
KLOCKE LAKE DAM,-91.7211,39.9933
BERRY PARK DAM,-90.8848,38.7774
DANIELS LAKE DAM,-91.2589,39.5612
FISHER LAKE DAM,-93.7185,39.1776
WM LOGAN STATE WILDLIFE AREA LK#4 DAM,-91.0526,39.1536
LEISURE LAKE DAM-EAST,-91.8223,38.8928
MILLS LAKE DAM,-92.3621,38.9332
THISTLETHWAIT LAKE DAM,-93.5781,39.817
ROBINSON LAKE DAM,-91.6061,39.3169
BUNN'S LAKE DAM EAST,-92.1458,39.1311
EAST FORK BIG CREEK DAM E- 59,-93.9255,40.4313
EAST FORK BIG CREEK DAM LT- 23,-93.9119,40.5536
DURGENS CREEK WATERSHED DAM LTS-133,-91.5916,40.0211
BAXTER LAKE DAM-SOUTH,-93.9973,40.4728
HOEPPNER NORTH LAKE DAM,-93.8876,39.1105
MONTROSE LAKE DAM,-93.9169,38.3086
